    5.000000E-01   -1.096828E-01   -1.376383E-11
   -7.682150E-02    1.588411E-08    2.572270E-18
   -1.667801E-01    3.226927E-08    7.300706E-18
   -2.721224E-01    5.227364E-08    1.612203E-17
   -3.954791E-01    7.538827E-08    3.194200E-17
   -5.399308E-01    1.025514E-07    5.954814E-17
   -7.090849E-01    1.342946E-07    1.069508E-16
   -9.071659E-01    1.714421E-07    1.872140E-16
   -1.139120E+00    2.148739E-07    3.217601E-16
   -1.410741E+00    2.656342E-07    5.454441E-16
   -1.728811E+00    3.249127E-07    9.148577E-16
   -2.101273E+00    3.940689E-07    1.521524E-15
   -2.537429E+00    4.746345E-07    2.512963E-15
   -3.048172E+00    5.683082E-07    4.126014E-15
   -3.646256E+00    6.769262E-07    6.739195E-15
   -4.346617E+00    8.023931E-07    1.095403E-14
   -5.166746E+00    9.465446E-07    1.771935E-14
   -6.127123E+00    1.110898E-06    2.851679E-14
   -7.251732E+00    1.296211E-06    4.562705E-14
   -8.568658E+00    1.501741E-06    7.248727E-14
   -1.011079E+01    1.723995E-06    1.141097E-13
   -1.191663E+01    1.954672E-06    1.774110E-13
   -1.403129E+01    2.177293E-06    2.709840E-13
   -1.650758E+01    2.361703E-06    4.030619E-13
   -1.940732E+01    2.455162E-06    5.745746E-13
   -2.280294E+01    2.367919E-06    7.598947E-13
   -2.677923E+01    1.949928E-06    8.580747E-13
   -3.143550E+01    9.533167E-07    5.752594E-13
   -3.688801E+01   -1.028066E-06   -8.506825E-13
   -4.327294E+01   -4.655911E-06   -5.282886E-12
   -5.074972E+01   -1.100388E-05   -1.712112E-11
   -5.950507E+01   -2.180903E-05   -4.653106E-11
   -6.975761E+01   -3.987595E-05   -1.166642E-10
   -8.176338E+01   -6.972595E-05   -2.797313E-10
   -9.582215E+01   -1.186401E-04   -6.526765E-10
   -1.122850E+02   -1.983343E-04   -1.496182E-09
   -1.315630E+02   -3.276501E-04   -3.389353E-09
   -1.541375E+02   -5.368755E-04   -7.615529E-09
   -1.805722E+02   -8.746843E-04   -1.701366E-08
   -2.115271E+02   -1.419279E-03   -3.785596E-08
   -2.477751E+02   -2.296285E-03   -8.398705E-08
   -2.902211E+02   -3.707484E-03   -1.859455E-07
   -3.399248E+02   -5.976950E-03   -4.110608E-07
   -3.981271E+02   -9.625133E-03   -9.077227E-07
   -4.662808E+02   -1.548781E-02   -2.002887E-06
   -5.460870E+02   -2.490709E-02   -4.416818E-06
   -6.395376E+02   -4.003806E-02   -9.735975E-06
   -7.489647E+02   -6.434117E-02   -2.145435E-05
   -8.770988E+02   -1.033728E-01   -4.726639E-05
   -1.027137E+03   -1.660542E-01   -1.041157E-04
   -1.202821E+03   -2.667097E-01   -2.293112E-04
   -1.408534E+03   -4.283373E-01   -5.050011E-04
   -1.649404E+03   -6.878605E-01   -1.112056E-03
   -1.931437E+03   -1.104558E+00   -2.448696E-03
   -2.261659E+03   -1.773596E+00   -5.391643E-03
   -2.648299E+03   -2.847747E+00   -1.187101E-02
   -3.100983E+03   -4.572251E+00   -2.613584E-02
   -3.630978E+03   -7.340756E+00   -5.753961E-02
   -4.251468E+03   -1.178510E+01   -1.266719E-01
   -4.977875E+03   -1.891930E+01   -2.788491E-01
   -5.828243E+03   -3.037096E+01   -6.138351E-01
   -6.823674E+03   -4.875005E+01   -1.351009E+00
   -7.988840E+03   -7.825349E+01   -2.974433E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    1.976263-323
    0.000000E+00    6.314609E-01    0.000000E+00
    1.482197-323    6.314609E-01    4.047386-320
    0.000000E+00    6.314609E-01    0.000000E+00
    4.047386-320    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    6.620480-322
    0.000000E+00    6.314609E-01    6.521667-322
    6.620480-322    6.314609E-01    3.458460-322
    6.521667-322    6.314609E-01    0.000000E+00
    2.964394-322    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    1.482197-323
    0.000000E+00    6.314609E-01    6.475817-319
    1.482197-323    6.314609E-01    0.000000E+00
    6.475817-319    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    0.000000E+00
    0.000000E+00    6.314609E-01    1.002529-303
    0.000000E+00    6.314609E-01    1.529738-308
    1.002529-303    6.314609E-01    0.000000E+00
    1.529738-308    3.254829E-01    2.086190-309
    0.000000E+00    1.950493E-02    4.624454-320
    2.086190-309    1.950493E-02    3.952525-322
    4.031576-321    1.950493E-02    3.734409-317
    3.952525-322    1.950493E-02    6.186238+223
    3.729674-317    1.950493E-02    1.473446+195
    6.186238+223    1.950493E-02    8.820967+199
    1.473446+195    1.950493E-02    6.911034E-37
    8.820967+199    1.950493E-02    1.571448E-76
    6.911034E-37    1.950493E-02    2.037828+180
    1.571448E-76    1.950493E-02    4.876138E-03
    2.032256+180    1.950493E-02    4.876232E-03
    4.876138E-03    1.950493E-02    3.211427-322
    4.876232E-03    1.950493E-02    3.729200-317
    3.211427-322    1.950493E-02    3.729642-317
    6.923442-310    1.950493E-02    3.734417-317
    3.729713-317    1.950493E-02    4.876232E-03
    3.729682-317    1.950493E-02    4.876232E-03
    4.876232E-03    1.950493E-02    2.514794-321
    4.876232E-03    1.950493E-02    4.695600-320
