    6.402734E-08    1.109160E-06    5.355014E-06    9.941700E-05    2.274458E-04    6.402734E-04
    6.646234E-08    1.151343E-06    5.558669E-06    1.031979E-04    2.360957E-04    6.646234E-04
    6.904459E-08    1.196076E-06    5.774639E-06    1.072074E-04    2.452687E-04    6.904459E-04
    7.177217E-08    1.243326E-06    6.002763E-06    1.114426E-04    2.549579E-04    7.177217E-04
    7.464385E-08    1.293073E-06    6.242941E-06    1.159015E-04    2.651591E-04    7.464385E-04
    7.765911E-08    1.345307E-06    6.495126E-06    1.205834E-04    2.758703E-04    7.765911E-04
    8.081802E-08    1.400029E-06    6.759325E-06    1.254883E-04    2.870917E-04    8.081802E-04
    8.412124E-08    1.457252E-06    7.035594E-06    1.306173E-04    2.988258E-04    8.412123E-04
    8.756996E-08    1.516995E-06    7.324033E-06    1.359723E-04    3.110768E-04    8.756995E-04
    9.116589E-08    1.579288E-06    7.624784E-06    1.415558E-04    3.238507E-04    9.116589E-04
    9.491124E-08    1.644169E-06    7.938031E-06    1.473713E-04    3.371554E-04    9.491124E-04
    9.880866E-08    1.711685E-06    8.263997E-06    1.534229E-04    3.510003E-04    9.880866E-04
    1.028612E-07    1.781889E-06    8.602940E-06    1.597155E-04    3.653964E-04    1.028612E-03
    1.070725E-07    1.854842E-06    8.955155E-06    1.662544E-04    3.803562E-04    1.070725E-03
    1.114464E-07    1.930611E-06    9.320970E-06    1.730458E-04    3.958935E-04    1.114464E-03
    1.159872E-07    2.009273E-06    9.700744E-06    1.800964E-04    4.120239E-04    1.159872E-03
    1.206996E-07    2.090907E-06    1.009487E-05    1.874135E-04    4.287639E-04    1.206996E-03
    1.255886E-07    2.175601E-06    1.050378E-05    1.950049E-04    4.461315E-04    1.255886E-03
    1.306599E-07    2.263451E-06    1.092792E-05    2.028791E-04    4.641461E-04    1.306598E-03
    1.359190E-07    2.354556E-06    1.136777E-05    2.110451E-04    4.828282E-04    1.359190E-03
    1.413722E-07    2.449024E-06    1.182386E-05    2.195125E-04    5.021998E-04    1.413722E-03
    1.470261E-07    2.546967E-06    1.229673E-05    2.282914E-04    5.222841E-04    1.470260E-03
    1.528874E-07    2.648504E-06    1.278694E-05    2.373924E-04    5.431054E-04    1.528874E-03
    1.589634E-07    2.753760E-06    1.329512E-05    2.468268E-04    5.646894E-04    1.589634E-03
    1.652618E-07    2.862868E-06    1.382189E-05    2.566065E-04    5.870632E-04    1.652617E-03
    1.717904E-07    2.975965E-06    1.436792E-05    2.667436E-04    6.102550E-04    1.717904E-03
    1.785576E-07    3.093196E-06    1.493391E-05    2.772513E-04    6.342945E-04    1.785576E-03
    1.855722E-07    3.214710E-06    1.552058E-05    2.881430E-04    6.592124E-04    1.855722E-03
    1.928432E-07    3.340667E-06    1.612870E-05    2.994329E-04    6.850413E-04    1.928431E-03
    2.003800E-07    3.471230E-06    1.675906E-05    3.111355E-04    7.118146E-04    2.003800E-03
    2.081927E-07    3.606570E-06    1.741248E-05    3.232664E-04    7.395676E-04    2.081926E-03
    2.162913E-07    3.746865E-06    1.808982E-05    3.358415E-04    7.683367E-04    2.162913E-03
    2.246868E-07    3.892302E-06    1.879199E-05    3.488773E-04    7.981601E-04    2.246867E-03
    2.333902E-07    4.043072E-06    1.951990E-05    3.623913E-04    8.290773E-04    2.333901E-03
    2.424130E-07    4.199377E-06    2.027454E-05    3.764013E-04    8.611294E-04    2.424130E-03
    2.517674E-07    4.361425E-06    2.105691E-05    3.909261E-04    8.943592E-04    2.517673E-03
    2.614659E-07    4.529434E-06    2.186805E-05    4.059852E-04    9.288112E-04    2.614658E-03
    2.715213E-07    4.703627E-06    2.270906E-05    4.215986E-04    9.645315E-04    2.715213E-03
    2.819474E-07    4.884240E-06    2.358105E-05    4.377874E-04    1.001568E-03    2.819473E-03
    2.927580E-07    5.071514E-06    2.448521E-05    4.545733E-04    1.039971E-03    2.927579E-03
    3.039677E-07    5.265703E-06    2.542275E-05    4.719789E-04    1.079791E-03    3.039676E-03
    3.155916E-07    5.467067E-06    2.639494E-05    4.900278E-04    1.121083E-03    3.155915E-03
    3.276455E-07    5.675879E-06    2.740308E-05    5.087441E-04    1.163903E-03    3.276454E-03
    3.401456E-07    5.892421E-06    2.844854E-05    5.281533E-04    1.208307E-03    3.401454E-03
    3.531087E-07    6.116985E-06    2.953273E-05    5.482816E-04    1.254356E-03    3.531086E-03
    3.665525E-07    6.349874E-06    3.065712E-05    5.691561E-04    1.302113E-03    3.665523E-03
    3.804951E-07    6.591405E-06    3.182323E-05    5.908051E-04    1.351642E-03    3.804949E-03
    3.949554E-07    6.841904E-06    3.303263E-05    6.132580E-04    1.403009E-03    3.949552E-03
    4.099529E-07    7.101710E-06    3.428697E-05    6.365451E-04    1.456285E-03    4.099527E-03
    4.255081E-07    7.371175E-06    3.558795E-05    6.606979E-04    1.511542E-03    4.255078E-03
    4.416419E-07    7.650664E-06    3.693732E-05    6.857493E-04    1.568855E-03    4.416416E-03
    4.583762E-07    7.940557E-06    3.833692E-05    7.117332E-04    1.628300E-03    4.583759E-03
    4.757338E-07    8.241247E-06    3.978864E-05    7.386848E-04    1.689960E-03    4.757335E-03
    4.937381E-07    8.553140E-06    4.129446E-05    7.666406E-04    1.753917E-03    4.937378E-03
    5.124137E-07    8.876661E-06    4.285642E-05    7.956387E-04    1.820259E-03    5.124133E-03
    5.317857E-07    9.212248E-06    4.447663E-05    8.257182E-04    1.889075E-03    5.317853E-03
    5.518806E-07    9.560356E-06    4.615729E-05    8.569201E-04    1.960458E-03    5.518802E-03
